ID,class1,class2,class3,class4,class5,class6,class7,class8,class9
1,0.16321841112167074,0.15931144448553633,0.041414801401522525,0.16619310168923837,0.06483915524575194,0.08148537577064062,0.19541412424925494,0.0269694076499233,0.10115417838646126
2,0.16309268632154195,0.15927568683373328,0.04143740358384645,0.16620114633875563,0.06488960553459301,0.08149038483246164,0.19544481076698686,0.026953696665103173,0.10121457912297807
3,0.16071525715459936,0.1511690487933678,0.04503967268155119,0.16526610746678785,0.07379117880231473,0.07427952268818906,0.1907432891429663,0.03438362908461691,0.10461229418560686
4,0.16362861577117482,0.147771701069989,0.04164506304001382,0.17028528729993184,0.07599196724124764,0.06322664375890022,0.19679570719891554,0.035034964573038785,0.1056200500467882
5,0.16349989498469727,0.14773598008655808,0.04166770091689874,0.17029294002051956,0.0760490592688619,0.06323066246896711,0.1968266064955026,0.03501482434057095,0.1056823314174236
6,0.1633711900834543,0.14770024717816488,0.041690344835045925,0.17030057339629123,0.07610617462687122,0.06323467427773256,0.19685748194409464,0.03499469075552364,0.10574462290282156
7,0.19844573078840866,0.15037879771015267,0.003392632301775384,0.22396472937541384,0.01814132701819064,0.01162555211868814,0.3323078004173359,0.001987750252562358,0.0597556800174726
8,0.19430320781122287,0.15921708332046933,0.008334866990987509,0.21270508979523872,0.030678491661117562,0.02285560957492279,0.2901124005171769,0.005266400825383909,0.0765268495034805
9,0.16242511224934778,0.15093731491822648,0.042279998890750556,0.16865596538761607,0.07325697363417931,0.06905683299183774,0.19579933608097982,0.032766602000775656,0.1048218638462866
10,0.1628565317968347,0.1475571963184266,0.04178098076544016,0.17033091312123902,0.07633486886977904,0.06325065236981034,0.19698074468328006,0.03491422287975042,0.10599388919543958
11,0.19532567286663324,0.15552785006478506,0.007000491211809052,0.21652235893194713,0.028605811035073935,0.019102583433953466,0.2995406605628861,0.004535344229548499,0.07383922766336366
12,0.17635107073375464,0.09539705783362604,0.00010804276111527655,0.22934952697564406,0.00223133533296762,0.0007651734797437108,0.47640995634912964,5.0036291403160045e-05,0.019337800242615905
13,0.19500576952248494,0.15546550174850673,0.0070100717770129025,0.21658031947402145,0.028661434696457086,0.01910861127650284,0.2996816947509384,0.004530414495007768,0.07395618225906762
14,0.16234213753277313,0.1474139547580908,0.04187171273602878,0.1703609420136052,0.07656393442052647,0.06326651952274673,0.19710362355798894,0.03483386132450231,0.1062433141337377
15,0.16639524675012615,0.15128849158518942,0.036876805040045584,0.17508941253804733,0.07069929719402114,0.060439783947506646,0.20590485359152153,0.029046639444416152,0.10425946990912606
16,0.17922085976814472,0.1564202322704763,0.02468769598468468,0.1887235259017013,0.05755934477299309,0.046387005664779685,0.23067565362697218,0.018837606731200333,0.09748807527904776
17,0.13661626176907773,0.1313238600225824,0.0752308799610631,0.14019778730985644,0.09727700469266284,0.09128926667398844,0.15108270304494725,0.06801557941519293,0.1089666571106289
18,0.16195651983723874,0.1473063984945039,0.041939824441040496,0.17038325907155996,0.07673597629431829,0.06327834683620953,0.1971955297033894,0.034773659913746244,0.10643048540799355
19,0.1364086517930419,0.13126022731534231,0.07529571484928356,0.1402033686595363,0.09739480509285349,0.09129422524787213,0.15112377120329196,0.06794568544705547,0.10907355039172281
20,0.19171771216688183,0.16865736961537658,0.008218487398174214,0.2089310956540111,0.02704278135090919,0.027814172377446666,0.2891671065399384,0.004208824382697782,0.07424245051456432
21,0.16157105840216326,0.14719873505444628,0.04200798967826285,0.17040540026336343,0.0769082254524314,0.06329011134290893,0.1972872181296312,0.034713518281027284,0.10661774339576534
22,0.1614426065545889,0.1471628234318504,0.0420307232835989,0.17041274150429608,0.07696568778379428,0.06329401885847855,0.19731773242415165,0.034693484352278675,0.10668018180696259
23,0.1583442161736819,0.15048999967313015,0.04549675406547431,0.16539556177891923,0.0748426548468231,0.07435928604142997,0.1912950967782171,0.03400850316468471,0.10576792747763951
24,0.15821957871450573,0.15045414373309393,0.04552087143752065,0.16540219687012134,0.07489821935988089,0.07436340667728736,0.19132391627235484,0.033988827528229994,0.10582883940700538
25,0.15809495750052044,0.15041827614992717,0.045544994796614585,0.16540881402823945,0.07495380607430636,0.07436751952057838,0.19135271328309175,0.03396915867023707,0.10588975997648482
26,0.16800459605660026,0.14873678489677028,0.03543740298135727,0.1782519789972604,0.07275924120001837,0.05486746520447151,0.20965790180971927,0.029524865104848537,0.102759763748954
27,0.1230146059207477,0.12060692900711438,0.09645755627103848,0.1241061451326783,0.10710325817220005,0.10498316833233354,0.1282726284048875,0.09166345838051003,0.10379225037849009
28,0.196758099072345,0.16785757990889125,0.004010065903532857,0.21611723415235634,0.01672521993071647,0.018380346089822117,0.32186975085802577,0.0017383821031059783,0.05654332198120424
29,0.12283485071482016,0.12055094574490041,0.09652533353020566,0.12411048363068093,0.10721385292071327,0.1049864096306368,0.12830782680471187,0.09158337787888222,0.10388691914444875
30,0.12274498754630492,0.12052295226822023,0.09655922114423778,0.12411264569183487,0.10726915110833117,0.10498802438516816,0.12832541634022374,0.09154334774065002,0.103934253775029
31,0.18742064737777214,0.13935042689477664,0.0003836664603993591,0.22164098246345887,0.0035963698870014496,0.003607290599290377,0.41788222706674155,0.00011748244264451816,0.026000906807914982
32,0.12256529045715629,0.1204669616309856,0.09662699427835568,0.12411695542428956,0.10737974893617301,0.10499124209314825,0.1283605760525041,0.09146330771873235,0.10402892340865515
33,0.18730190414205727,0.1678264239811916,0.014261114826022362,0.2006019621118413,0.03863816372885851,0.03913801846067004,0.2628155215229566,0.00810091888681845,0.08131597233958382
34,0.1930731054099204,0.15284540972929803,0.000999062905569735,0.22222665719756923,0.006765481393528172,0.007096836218708719,0.38041118700508575,0.0003474989477222364,0.03623476119259779
35,0.16269664749196291,0.15299970390655276,0.04341454878722185,0.16820402209670002,0.07333527427761229,0.07409825861725569,0.1954941303440438,0.03166666217766356,0.0980907523009873
36,0.1625690201295153,0.1529637772620599,0.04343806124136658,0.1682118605774454,0.07339085455099348,0.07410283677804284,0.1955250729520621,0.03164835014963372,0.09815016635888078
37,0.13171406490743867,0.12299028008692461,0.08371354031498841,0.1350716231490054,0.10790259286038098,0.08864973706643314,0.14197414022426308,0.08384743542686907,0.10413658596369654
38,0.1316143617135132,0.12296002024700879,0.08374744445515624,0.13507423853336142,0.10796261717733364,0.08865208440626245,0.1419939268226412,0.08380756748408572,0.10418773916063748
39,0.16840417960339465,0.17296785773288964,0.03277412443935066,0.17163790992803069,0.05126277714065335,0.08789707274288691,0.21041617217363276,0.015829360033630776,0.08881054620553064
40,0.16827428488788393,0.17293241246938598,0.03279315090952006,0.17164942671784833,0.05130570239296215,0.08790394160418502,0.2104523921462518,0.01582010573051465,0.08886858314144806
41,0.2055105412253376,0.11118149262750858,0.002024836322233145,0.24224111654557898,0.02046524552003346,0.0037617711530617613,0.36098234599588214,0.0022754958892792815,0.05155715472108503
42,0.13131532794047243,0.12286922088063938,0.08384916748752712,0.13508203407760458,0.10814271091722087,0.08865909421949246,0.14205322396066092,0.08368801054882309,0.10434120996755909
43,0.20173879555881022,0.12248081995738552,0.0011165152332247659,0.23608755187342875,0.010912304677270558,0.003800732769998061,0.3831111481431272,0.0007784252628650553,0.03997370652388992
44,0.12851077520806037,0.12435817331721256,0.08979218078290346,0.13001422614764138,0.10564658030934504,0.10121349770511878,0.13609672597760067,0.08360958060592726,0.10075825994619045
